,Total,Total,Total,V1,V1,V1,V2,V2,V2,V3,V3,V3,V4,V4,V4
,Mean IoU,No box,Mean IoU adjusted,Mean IoU,No box,Mean IoU adjusted,Mean IoU,No box,Mean IoU adjusted,Mean IoU,No box,Mean IoU adjusted,Mean IoU,No box,Mean IoU adjusted
"upper_yuv : [50, 140, 255], lower_yuv : [0, 0, 90]",0.3736559386665268,96.0,0.44033060430218957,0.0016824334381716967,58.0,0.0260777182916613,0.6612394191213565,0.0,0.6612394191213565,0.10425028540413886,6.0,0.10917549573819266,0.3939543448689176,32.0,0.45125679503166927
"upper_yuv : [50, 140, 255], lower_yuv : [0, 0, 100]",0.37308978258293046,96.0,0.4396634240847173,0.0016824334381716967,58.0,0.0260777182916613,0.660568467091901,0.0,0.660568467091901,0.10281541942535585,6.0,0.10767284081553015,0.3937851474391009,32.0,0.4510629870666065
"upper_yuv : [50, 140, 255], lower_yuv : [0, 0, 110]",0.29195249786650584,144.0,0.37775078295380554,0.0016824334381716967,58.0,0.0260777182916613,0.585358615542611,0.0,0.585358615542611,0.09881303915330632,7.0,0.1043026524396011,0.2475768946838891,79.0,0.36063223965514485
"upper_yuv : [50, 140, 255], lower_yuv : [0, 0, 120]",0.05683714467600558,409.0,0.16015444322038905,0.0,62.0,,0.13672512332866504,73.0,0.2242771759864944,0.07870038843704641,22.0,0.09429866362276731,0.0,252.0,
"upper_yuv : [50, 150, 255], lower_yuv : [0, 0, 90]",0.4434992380054296,34.0,0.46863086149240396,0.047701065439979894,17.0,0.06572146793952785,0.6910073273176508,0.0,0.6910073273176508,0.11263901019595456,17.0,0.1291464513453617,0.531832112197226,0.0,0.531832112197226
"upper_yuv : [50, 150, 255], lower_yuv : [0, 0, 100]",0.32641546646290986,236.0,0.5199683561243339,0.028584448203965475,24.0,0.04663778391173314,0.671317312955452,0.0,0.671317312955452,0.0003357767897302063,121.0,0.003721526086176453,0.31584989727434665,91.0,0.49437375225549907
"upper_yuv : [50, 150, 255], lower_yuv : [0, 0, 110]",0.2825291718817263,147.0,0.3678100512792905,0.007748093895888679,54.0,0.060047727693137265,0.5508386122424056,0.0,0.5508386122424056,0.0990723833609553,7.0,0.10457640465878615,0.24785581617116062,86.0,0.3762630462357378
"upper_yuv : [50, 150, 255], lower_yuv : [0, 0, 120]",0.05683944040561019,409.0,0.16016091207625271,0.0,62.0,,0.1367329067113887,73.0,0.22428994346517273,0.07870038843704641,22.0,0.09429866362276731,0.0,252.0,
"upper_yuv : [50, 160, 255], lower_yuv : [0, 0, 90]",0.24874712017208017,32.0,0.26196955845365255,0.049452342891158615,17.0,0.0681343390944852,0.4186369127128456,0.0,0.4186369127128456,0.11350703255989464,15.0,0.1279358926310677,0.24308766238920196,0.0,0.24308766238920196
"upper_yuv : [50, 160, 255], lower_yuv : [0, 0, 100]",0.28476732910917874,204.0,0.41986624803539374,0.028584448203965475,24.0,0.04663778391173314,0.5765398758791672,0.0,0.5765398758791672,0.0003357767897302063,121.0,0.003721526086176453,0.2813993482703772,59.0,0.3674229832338604
"upper_yuv : [50, 160, 255], lower_yuv : [0, 0, 110]",0.2825291718817263,147.0,0.3678100512792905,0.007748093895888679,54.0,0.060047727693137265,0.5508386122424056,0.0,0.5508386122424056,0.0990723833609553,7.0,0.10457640465878615,0.24785581617116062,86.0,0.3762630462357378
