,Total,Total,Total,Total,V1,V1,V1,V1,V2,V2,V2,V2,T3,T3,T3,T3
,Mean IoU,No box,Mean IoU adjusted,Mean score,Mean IoU,No box,Mean IoU adjusted,Mean score,Mean IoU,No box,Mean IoU adjusted,Mean score,Mean IoU,No box,Mean IoU adjusted,Mean score
"ising : (1, -1, 0, -1)",0.5296525494063962,39.0,0.5793074759132458,-0.4417760220221753,0.44750406032678364,0.0,0.44750406032678364,-0.3428185203183777,0.6441226958927296,0.0,0.6441226958927296,-0.35587730410727036,0.45046463159082145,39.0,0.5556629587287977,-0.5495353684091786
"ising : (1, -1, 0, 0)",0.5508600953472396,28.0,0.5869820688126324,-0.4293596848725406,0.4404833238639034,0.0,0.4404833238639034,-0.414355385813516,0.6665957417890728,0.0,0.6665957417890728,-0.33340425821092723,0.47901928926638543,28.0,0.5543706381397494,-0.5209807107336145
"ising : (1, -1, 0, 1)",0.49671510897234916,48.0,0.5552957606447638,-0.44833983608259587,0.48921601923651675,0.0,0.48921601923651675,-0.10755817431187034,0.6140006118394558,0.0,0.6140006118394558,-0.3859993881605442,0.39250420862027485,48.0,0.5117459935175735,-0.6074957913797251
"ising : (1, -1, 1, -1)",0.52104812225301,46.0,0.5796501115528595,-0.3778529766480888,0.37478337762314423,0.0,0.37478337762314423,0.11671886149411202,0.6545561165610334,0.0,0.6545561165610334,-0.34544388343896654,0.44387540007558907,46.0,0.571489577597321,-0.5561245999244108
"ising : (1, -1, 1, 0)",0.4651431460983507,60.0,0.5357978012018977,-0.48210960115439644,0.47995994948353216,0.0,0.47995994948353216,-0.13294327632291947,0.5740168524282208,0.0,0.5740168524282208,-0.42598314757177924,0.3618517631198705,60.0,0.5105579671417351,-0.6381482368801294
"ising : (1, -1, 1, 1)",0.4292764482239514,52.0,0.48466695767220314,-0.5487455297980267,0.5062123184226801,0.0,0.5062123184226801,-0.3324973589966747,0.51485898849222,0.0,0.51485898849222,-0.48514101150778,0.3284319871439153,52.0,0.43933109968601664,-0.6715680128560847
"ising : (1, 0, -1, -1)",0.5083389699873362,53.0,0.5753587844384028,-0.4521005904522242,0.4642936133361736,0.0,0.4642936133361736,-0.24538380601866502,0.6281228730107462,0.0,0.6281228730107462,-0.3718771269892537,0.41285946633196907,53.0,0.5558761442116708,-0.587140533668031
"ising : (1, 0, -1, 0)",0.51835295512992,44.0,0.5738457289151182,-0.459669022892058,0.4436548910484464,0.0,0.4436548910484464,-0.3950547863709084,0.6392544599652601,0.0,0.6392544599652601,-0.36074554003473985,0.4310845015806129,44.0,0.5481691810222609,-0.568915498419387
"ising : (1, 0, -1, 1)",0.5100733955940202,52.0,0.5758893176061518,-0.43058594506532055,0.49809245961091514,0.0,0.49809245961091514,-0.06642366942134291,0.6349360568371768,0.0,0.6349360568371768,-0.36506394316282326,0.40033310616917656,52.0,0.5355105186418856,-0.5996668938308234
"ising : (1, 0, 0, -1)",0.4972706899791337,52.0,0.5614346499764412,-0.47415788144943777,0.4483305034585364,0.0,0.4483305034585364,-0.34199207718662483,0.615060858157762,0.0,0.615060858157762,-0.38493914184223793,0.40507423422609246,52.0,0.5418525470816562,-0.5949257657739075
"ising : (1, 0, 0, 0)",0.48151134795122996,35.0,0.5216372936138325,-0.48112601468613275,0.4681136017100691,0.0,0.4681136017100691,-0.25769284990283414,0.5740109265870257,0.0,0.5740109265870257,-0.4259890734129744,0.4015756152427744,35.0,0.48376945461995047,-0.5984243847572257
"ising : (1, 0, 0, 1)",0.44018264572418564,51.0,0.4957502569418427,-0.533443727902188,0.5083006769972339,0.0,0.5083006769972339,-0.29815093590599195,0.5315963352516769,0.0,0.5315963352516769,-0.46840366474832307,0.33669877251753577,51.0,0.4474835299265314,-0.6633012274824642
"ising : (1, 0, 1, -1)",0.42415093095329065,83.0,0.5187867569455571,-0.49672818992583023,0.43474180927460215,0.0,0.43474180927460215,0.01538697056492476,0.5204024754760908,0.0,0.5204024754760908,-0.4795975245239092,0.3335894101684122,83.0,0.5586944593064465,-0.6664105898315877
"ising : (1, 0, 1, 0)",0.4135858331611561,61.0,0.47761815758458387,-0.5600405404652175,0.5046521202931606,0.0,0.5046521202931606,-0.30179949261006517,0.48933216566684545,0.0,0.48933216566684545,-0.5106678343331545,0.3174175128662621,61.0,0.4509517768996551,-0.6825824871337379
"ising : (1, 0, 1, 1)",0.3968496801016997,59.0,0.4559762738542256,-0.5833701001180805,0.5221774696531897,0.0,0.5221774696531897,-0.3326612400242297,0.46551368039366087,0.0,0.46551368039366087,-0.5344863196063391,0.29679875288427665,59.0,0.41592206186504077,-0.7032012471157234
"ising : (1, 1, -1, -1)",0.46854124232457717,61.0,0.541081891516961,-0.4149752411919064,0.45433492259238917,0.0,0.45433492259238917,0.30917363226980854,0.5696328484916235,0.0,0.5696328484916235,-0.4303671515083765,0.3810493077136936,61.0,0.5413528095794543,-0.6189506922863064
"ising : (1, 1, -1, 0)",0.46538080855207253,55.0,0.5293706697279825,-0.46428952111825716,0.5076906797746746,0.0,0.5076906797746746,0.023819712032739093,0.5692587101920947,0.0,0.5692587101920947,-0.4307412898079053,0.35834983951088095,55.0,0.4888746154916654,-0.6416501604891192
"ising : (1, 1, -1, 1)",0.4607155350582763,51.0,0.5188751694344448,-0.4909328165900754,0.5326796293965138,0.0,0.5326796293965138,-0.11248166092606691,0.5589309844782314,0.0,0.5589309844782314,-0.4410690155217686,0.349899695783993,51.0,0.46502798278388746,-0.650100304216007
"ising : (1, 1, 0, -1)",0.4431999436229537,68.0,0.5210748691174262,-0.4952615948385848,0.5065646378733549,0.0,0.5065646378733549,-0.04182245890083853,0.529734613322252,0.0,0.529734613322252,-0.4702653866777479,0.34557569955842116,68.0,0.5158593776017011,-0.6544243004415788
"ising : (1, 1, 0, 0)",0.4171770746886098,51.0,0.46984051728543924,-0.5542514967399617,0.5161905738794312,0.0,0.5161905738794312,-0.2741320067657301,0.49364374383207493,0.0,0.49364374383207493,-0.506356256167925,0.31796297721453737,51.0,0.4225830535883529,-0.6820370227854626
"ising : (1, 1, 0, 1)",0.40010586804384596,55.0,0.4551204248998748,-0.5801139121759342,0.5394552181522491,0.0,0.5394552181522491,-0.31538349152517015,0.4689946948365917,0.0,0.4689946948365917,-0.5310053051634083,0.29563076941780503,55.0,0.40331085099382674,-0.704369230582195
"ising : (1, 1, 1, -1)",0.39656357197120123,77.0,0.4773450403357052,-0.5528869774793481,0.5168630025306234,0.0,0.5168630025306234,-0.11216925553389254,0.45180769251834885,0.0,0.45180769251834885,-0.5481923074816512,0.31020815819935277,77.0,0.49537116735710596,-0.6897918418006471
"ising : (1, 1, 1, 0)",0.3811344748142514,57.0,0.43571906040322705,-0.5968875032077267,0.5355009339985056,0.0,0.5355009339985056,-0.30320874342084925,0.4289211556665424,0.0,0.4289211556665424,-0.5710788443334577,0.2912954952569593,57.0,0.40273068471767526,-0.7087045047430407
"ising : (1, 1, 1, 1)",0.3620220997525585,63.0,0.4202042229270768,-0.6203954826650239,0.5535010637089067,0.0,0.5535010637089067,-0.3174666782265771,0.4020453069381087,0.0,0.4020453069381087,-0.5979546930618913,0.26806076233026976,63.0,0.3861574618184305,-0.7319392376697301
