,Total,Total,Total,Total,V1,V1,V1,V1,V2,V2,V2,V2,T3,T3,T3,T3
,Mean IoU,No box,Mean IoU adjusted,Mean score,Mean IoU,No box,Mean IoU adjusted,Mean score,Mean IoU,No box,Mean IoU adjusted,Mean score,Mean IoU,No box,Mean IoU adjusted,Mean score
"upper_hsv : [179, 265, 110]",0.2735142818841505,6.0,0.2771692611520902,-0.15945275108288245,0.2630916863030096,6.0,0.2912800812640463,-0.7369083136969904,0.4030636774809409,0.0,0.4030636774809409,0.018036939513026488,0.1590505146483783,0.0,0.1590505146483783,-0.14677472807006825
"upper_hsv : [179, 265, 120]",0.23026304034083017,2.0,0.23127965420546961,-0.11259410251631267,0.30306181844395164,2.0,0.31316387905875,-0.6324220525237904,0.3254364159221326,0.0,0.3254364159221326,0.13292304693817544,0.12195747977725209,0.0,0.12195747977725209,-0.1790133940091557
"upper_hsv : [179, 265, 130]",0.17850219419343952,0.0,0.17850219419343952,-0.08743187174062642,0.2885521606849824,0.0,0.2885521606849824,-0.4049962264117917,0.20531835317694686,0.0,0.20531835317694686,0.07162851360475436,0.12103753568668452,0.0,0.12103753568668452,-0.13624401771137373
"upper_hsv : [179, 265, 140]",0.1604318892302179,0.0,0.1604318892302179,0.10328903208736079,0.20981704658010947,0.0,0.20981704658010947,0.09691382077365787,0.18976349953206614,0.0,0.18976349953206614,0.15233034445185228,0.11894212766643686,0.0,0.11894212766643686,0.06068970048197087
"upper_hsv : [179, 265, 150]",0.13901226807372047,0.0,0.13901226807372047,0.1170342460956985,0.18206713548577194,0.0,0.18206713548577194,0.16593810322770744,0.1520493789575807,0.0,0.1520493789575807,0.1520493789575807,0.11421934809882214,0.0,0.11421934809882214,0.07053002771047263
"upper_hsv : [179, 265, 160]",0.1310558702960576,1.0,0.13134453961389037,0.10907784831803564,0.17528654683038455,1.0,0.17816009677842365,0.15915751457232005,0.13850276854686852,0.0,0.13850276854686852,0.13850276854686852,0.11098367651921343,0.0,0.11098367651921343,0.0672943561308639
"upper_hsv : [179, 275, 60]",0.51551682443133,28.0,0.5493212063612533,-0.48448317556867,0.03597545693017682,28.0,0.06560230381385185,-0.9640245430698232,0.6599433301754434,0.0,0.6599433301754434,-0.34005666982455646,0.5287391943872634,0.0,0.5287391943872634,-0.4712608056127366
"upper_hsv : [179, 275, 70]",0.543734021007851,16.0,0.5635512062837635,-0.3595626822888523,0.09368673319496228,16.0,0.12627342300190567,-0.9063132668050378,0.7125116216964376,0.0,0.7125116216964376,-0.2874883783035625,0.5259744118604404,0.0,0.5259744118604404,-0.2604333551298509
"upper_hsv : [179, 275, 80]",0.5062978641133574,13.0,0.5211889777637503,-0.3354603776448844,0.1548929401707452,13.0,0.1959869855221674,-0.8451070598292548,0.7187710569028686,0.0,0.7187710569028686,-0.2598385687655806,0.41918436038910184,0.0,0.41918436038910184,-0.25071855223225736
"upper_hsv : [179, 275, 90]",0.38756448869811494,12.0,0.39806284956578397,-0.2937541926205664,0.18576279820277905,12.0,0.23034586977144603,-0.8142372017972209,0.5849934175423918,0.0,0.5849934175423918,-0.23318840063942642,0.2690814552846734,0.0,0.2690814552846734,-0.19208359325901592
"upper_hsv : [179, 275, 100]",0.32508342323544365,7.0,0.33016285172349746,-0.18700448885246845,0.21850290512128348,7.0,0.2463123657730832,-0.7814970948787167,0.4673649278948336,0.0,0.4673649278948336,-0.062046836811048806,0.22800260164210398,0.0,0.22800260164210398,-0.12151196146469212
"upper_hsv : [179, 275, 110]",0.2735142818841505,6.0,0.2771692611520902,-0.15945275108288245,0.2630916863030096,6.0,0.2912800812640463,-0.7369083136969904,0.4030636774809409,0.0,0.4030636774809409,0.018036939513026488,0.1590505146483783,0.0,0.1590505146483783,-0.14677472807006825
"upper_hsv : [179, 275, 120]",0.23026304034083017,2.0,0.23127965420546961,-0.11259410251631267,0.30306181844395164,2.0,0.31316387905875,-0.6324220525237904,0.3254364159221326,0.0,0.3254364159221326,0.13292304693817544,0.12195747977725209,0.0,0.12195747977725209,-0.1790133940091557
"upper_hsv : [179, 275, 130]",0.17850219419343952,0.0,0.17850219419343952,-0.08743187174062642,0.2885521606849824,0.0,0.2885521606849824,-0.4049962264117917,0.20531835317694686,0.0,0.20531835317694686,0.07162851360475436,0.12103753568668452,0.0,0.12103753568668452,-0.13624401771137373
"upper_hsv : [179, 275, 140]",0.1604318892302179,0.0,0.1604318892302179,0.10328903208736079,0.20981704658010947,0.0,0.20981704658010947,0.09691382077365787,0.18976349953206614,0.0,0.18976349953206614,0.15233034445185228,0.11894212766643686,0.0,0.11894212766643686,0.06068970048197087
"upper_hsv : [179, 275, 150]",0.13901226807372047,0.0,0.13901226807372047,0.1170342460956985,0.18206713548577194,0.0,0.18206713548577194,0.16593810322770744,0.1520493789575807,0.0,0.1520493789575807,0.1520493789575807,0.11421934809882214,0.0,0.11421934809882214,0.07053002771047263
"upper_hsv : [179, 275, 160]",0.1310558702960576,1.0,0.13134453961389037,0.10907784831803564,0.17528654683038455,1.0,0.17816009677842365,0.15915751457232005,0.13850276854686852,0.0,0.13850276854686852,0.13850276854686852,0.11098367651921343,0.0,0.11098367651921343,0.0672943561308639
"upper_hsv : [179, 285, 60]",0.51551682443133,28.0,0.5493212063612533,-0.48448317556867,0.03597545693017682,28.0,0.06560230381385185,-0.9640245430698232,0.6599433301754434,0.0,0.6599433301754434,-0.34005666982455646,0.5287391943872634,0.0,0.5287391943872634,-0.4712608056127366
"upper_hsv : [179, 285, 70]",0.543734021007851,16.0,0.5635512062837635,-0.3595626822888523,0.09368673319496228,16.0,0.12627342300190567,-0.9063132668050378,0.7125116216964376,0.0,0.7125116216964376,-0.2874883783035625,0.5259744118604404,0.0,0.5259744118604404,-0.2604333551298509
"upper_hsv : [179, 285, 80]",0.5062978641133574,13.0,0.5211889777637503,-0.3354603776448844,0.1548929401707452,13.0,0.1959869855221674,-0.8451070598292548,0.7187710569028686,0.0,0.7187710569028686,-0.2598385687655806,0.41918436038910184,0.0,0.41918436038910184,-0.25071855223225736
"upper_hsv : [179, 285, 90]",0.38756448869811494,12.0,0.39806284956578397,-0.2937541926205664,0.18576279820277905,12.0,0.23034586977144603,-0.8142372017972209,0.5849934175423918,0.0,0.5849934175423918,-0.23318840063942642,0.2690814552846734,0.0,0.2690814552846734,-0.19208359325901592
"upper_hsv : [179, 285, 100]",0.32508342323544365,7.0,0.33016285172349746,-0.18700448885246845,0.21850290512128348,7.0,0.2463123657730832,-0.7814970948787167,0.4673649278948336,0.0,0.4673649278948336,-0.062046836811048806,0.22800260164210398,0.0,0.22800260164210398,-0.12151196146469212
"upper_hsv : [179, 285, 110]",0.2735142818841505,6.0,0.2771692611520902,-0.15945275108288245,0.2630916863030096,6.0,0.2912800812640463,-0.7369083136969904,0.4030636774809409,0.0,0.4030636774809409,0.018036939513026488,0.1590505146483783,0.0,0.1590505146483783,-0.14677472807006825
"upper_hsv : [179, 285, 120]",0.23026304034083017,2.0,0.23127965420546961,-0.11259410251631267,0.30306181844395164,2.0,0.31316387905875,-0.6324220525237904,0.3254364159221326,0.0,0.3254364159221326,0.13292304693817544,0.12195747977725209,0.0,0.12195747977725209,-0.1790133940091557
"upper_hsv : [179, 285, 130]",0.17850219419343952,0.0,0.17850219419343952,-0.08743187174062642,0.2885521606849824,0.0,0.2885521606849824,-0.4049962264117917,0.20531835317694686,0.0,0.20531835317694686,0.07162851360475436,0.12103753568668452,0.0,0.12103753568668452,-0.13624401771137373
"upper_hsv : [179, 285, 140]",0.1604318892302179,0.0,0.1604318892302179,0.10328903208736079,0.20981704658010947,0.0,0.20981704658010947,0.09691382077365787,0.18976349953206614,0.0,0.18976349953206614,0.15233034445185228,0.11894212766643686,0.0,0.11894212766643686,0.06068970048197087
"upper_hsv : [179, 285, 150]",0.13901226807372047,0.0,0.13901226807372047,0.1170342460956985,0.18206713548577194,0.0,0.18206713548577194,0.16593810322770744,0.1520493789575807,0.0,0.1520493789575807,0.1520493789575807,0.11421934809882214,0.0,0.11421934809882214,0.07053002771047263
"upper_hsv : [179, 285, 160]",0.1310558702960576,1.0,0.13134453961389037,0.10907784831803564,0.17528654683038455,1.0,0.17816009677842365,0.15915751457232005,0.13850276854686852,0.0,0.13850276854686852,0.13850276854686852,0.11098367651921343,0.0,0.11098367651921343,0.0672943561308639
