,Total,Total,Total,Total,V1,V1,V1,V1,V2,V2,V2,V2,T3,T3,T3,T3
,Mean IoU,No box,Mean IoU adjusted,Mean score,Mean IoU,No box,Mean IoU adjusted,Mean score,Mean IoU,No box,Mean IoU adjusted,Mean score,Mean IoU,No box,Mean IoU adjusted,Mean score
"upper_hsv : [179, 205, 160]",0.542170986976998,52.0,0.6121285336837073,-0.3369498921438811,0.31361466434974905,0.0,0.31361466434974905,0.16845337402716842,0.7184611802675747,0.0,0.7184611802675747,-0.27084363256664995,0.45092936492627755,52.0,0.6031912284078778,-0.5490706350737223
"upper_hsv : [179, 215, 60]",0.28603868388330494,170.0,0.45665824970843416,-0.713961316116695,0.00762061852230602,53.0,0.0524975942647748,-0.992379381477694,0.44880641712796004,24.0,0.5148883435762487,-0.5511935828720399,0.22207923696889434,93.0,0.40485241429727636,-0.7779207630311056
"upper_hsv : [179, 215, 70]",0.3818205715367617,116.0,0.5124730384932937,-0.6181794284632383,0.06817677980406589,48.0,0.30192573913229176,-0.9318232201959342,0.5483206187989534,2.0,0.5542484092724557,-0.4516793812010465,0.3250749708056805,66.0,0.47832459989978704,-0.6749250291943195
"upper_hsv : [179, 215, 80]",0.4441126541718541,88.0,0.5506028818751869,-0.5558873458281458,0.1443551038227678,42.0,0.44750082185058015,-0.855644896177232,0.6008501370677289,0.0,0.6008501370677289,-0.39914986293227106,0.39204983291027523,46.0,0.5047641598719793,-0.6079501670897248
"upper_hsv : [179, 215, 90]",0.4947186730705447,45.0,0.5490170640173118,-0.5052813269294554,0.2549437966253629,12.0,0.31613030781545,-0.7450562033746371,0.641745091481233,0.0,0.641745091481233,-0.35825490851876696,0.4334181978123046,33.0,0.5160933453718771,-0.5665818021876954
"upper_hsv : [179, 215, 100]",0.5417445107731494,33.0,0.5841084180137038,-0.4582554892268505,0.37879705332467367,2.0,0.3914236217688295,-0.6212029466753263,0.6799793128279527,0.0,0.6799793128279527,-0.32002068717204746,0.46530195920789374,31.0,0.5477268776961493,-0.5346980407921063
"upper_hsv : [179, 215, 110]",0.5902987401739691,26.0,0.6260744213966339,-0.4097012598260309,0.5425354361088919,0.0,0.5425354361088919,-0.45746456389110807,0.7040206630318419,0.0,0.7040206630318419,-0.29597933696815815,0.5014410958905351,26.0,0.5738714764080568,-0.4985589041094648
"upper_hsv : [179, 215, 120]",0.6245012324851147,23.0,0.6577501406961277,-0.37549876751488526,0.6555566839420621,0.0,0.6555566839420621,-0.34444331605793777,0.7246878377551523,0.0,0.7246878377551523,-0.27531216224484756,0.5242083529908051,23.0,0.5900924629295402,-0.47579164700919496
"upper_hsv : [179, 215, 130]",0.6502886149338388,24.0,0.6864995818907116,-0.34311797847275455,0.665292391454945,3.0,0.6991208181390948,-0.2863205117708615,0.7447775600122397,0.0,0.7447775600122397,-0.2552224399877601,0.5599989699145691,21.0,0.6235664205535202,-0.44000103008543084
"upper_hsv : [179, 215, 140]",0.6436795307626578,24.0,0.6795224744710193,-0.3343424472593203,0.47244119090756104,6.0,0.5230598899333712,-0.39852655102792284,0.7588498777796491,0.0,0.7588498777796491,-0.23045493505457557,0.5906694442521657,18.0,0.6472229016805645,-0.40933055574783433
"upper_hsv : [179, 215, 150]",0.6426175246433592,15.0,0.664524940256201,-0.27386599184015725,0.3596202193609691,0.0,0.3596202193609691,-0.05973461934870832,0.7733221611761559,0.0,0.7733221611761559,-0.2159826516580686,0.6091421163709088,15.0,0.6569805024733362,-0.39085788362909124
"upper_hsv : [179, 215, 160]",0.649307981944531,13.0,0.6684052755311348,-0.21442828179173268,0.3034655381074481,0.0,0.3034655381074481,0.25507844133325464,0.7821365990523343,0.0,0.7821365990523343,-0.2018206201990026,0.6328190504821034,13.0,0.6754441678720897,-0.3671809495178964
"upper_hsv : [179, 225, 60]",0.38303372143205616,99.0,0.4895515259875999,-0.6169662785679438,0.00762061852230602,53.0,0.0524975942647748,-0.992379381477694,0.566446116584277,1.0,0.5694915258132247,-0.43355388341572304,0.32952641311622705,45.0,0.4216300689561663,-0.6704735868837729
"upper_hsv : [179, 225, 70]",0.47013094092088376,76.0,0.5644052193113512,-0.5298690590791163,0.06817677980406589,48.0,0.30192573913229176,-0.9318232201959342,0.6412285906019082,0.0,0.6412285906019082,-0.35877140939809177,0.4357906375174427,28.0,0.5043419737561415,-0.5642093624825574
"upper_hsv : [179, 225, 80]",0.5269242816945823,62.0,0.6100522854224808,-0.47307571830541767,0.14439825488601,42.0,0.447634590146631,-0.8556017451139899,0.6825725344808842,0.0,0.6825725344808842,-0.3174274655191158,0.5007611282532864,20.0,0.5546064108611667,-0.4992388717467136
"upper_hsv : [179, 225, 90]",0.5775936533192291,23.0,0.6083451672690955,-0.42240634668077087,0.2557179305264533,12.0,0.3170902338528021,-0.7442820694735466,0.7139910025412703,0.0,0.7139910025412703,-0.2860089974587296,0.5506518596718037,11.0,0.5817142722686748,-0.44934814032819625
"upper_hsv : [179, 225, 100]",0.6302170080225863,9.0,0.6429343915925488,-0.36978299197741366,0.3832796602022069,2.0,0.3960556488756138,-0.6167203397977933,0.7440892191645974,0.0,0.7440892191645974,-0.25591078083540236,0.6011685229803894,7.0,0.6223151544420111,-0.39883147701961064
"upper_hsv : [179, 225, 110]",0.6816460757901793,5.0,0.6892199210767368,-0.31615612201201854,0.54200353127825,0.0,0.54200353127825,-0.45799646872175004,0.7641243354538884,0.0,0.7641243354538884,-0.23052807096322392,0.6488033728903058,5.0,0.6649427602756367,-0.3511966271096944
"upper_hsv : [179, 225, 120]",0.7141578921362359,5.0,0.7220929798266386,-0.2792487012703574,0.6430864087257591,1.0,0.6536288088688044,-0.3569135912742408,0.7870189796314939,0.0,0.7870189796314939,-0.19693823961984291,0.6694074484946646,4.0,0.6826630415341629,-0.3305925515053352
"upper_hsv : [179, 225, 130]",0.709164263094963,13.0,0.7300220355389325,-0.26665991272921286,0.5097884634094598,9.0,0.5963563156865379,-0.42569540755828217,0.8072510419885167,0.0,0.8072510419885167,-0.15531580293126956,0.680130631674607,4.0,0.6935985649750942,-0.319869368325393
"upper_hsv : [179, 225, 140]",0.7083728856632625,8.0,0.7210507001717773,-0.241077663787287,0.43569913275604455,5.0,0.4739183549276274,-0.35462344788911665,0.8178978527375261,0.0,0.8178978527375261,-0.12862621143359693,0.691016593611613,3.0,0.701228661497499,-0.3089834063883871
"upper_hsv : [179, 225, 150]",0.6970426767107466,3.0,0.7016690661579418,-0.16449578482771504,0.31093705574879354,0.0,0.31093705574879354,0.1335177009100839,0.8244829596108366,0.0,0.8244829596108366,-0.111345917394511,0.6975631407754274,3.0,0.7078719556637342,-0.30243685922457275
"upper_hsv : [179, 225, 160]",0.676236286986202,2.0,0.6792218776572228,-0.15673074598083095,0.2997431078158861,0.0,0.2997431078158861,0.2674850432997571,0.8280550712983098,0.0,0.8280550712983098,-0.09173102495837461,0.6517336871910341,2.0,0.6581232331438874,-0.34341194387692703
"upper_hsv : [179, 235, 60]",0.44893718677891764,77.0,0.5403873544561045,-0.5510628132210824,0.00762061852230602,53.0,0.0524975942647748,-0.992379381477694,0.6380354938444482,0.0,0.6380354938444482,-0.36196450615555176,0.4101034188694792,24.0,0.4641829905885314,-0.5898965811305208
"upper_hsv : [179, 235, 70]",0.5313619092900986,56.0,0.605939019365902,-0.4686380907099012,0.06720776476420148,47.0,0.27779209435869945,-0.9327922352357986,0.7020417669387776,0.0,0.7020417669387776,-0.2979582330612223,0.5161212470585582,9.0,0.5397003903251929,-0.4838787529414416
"upper_hsv : [179, 235, 80]",0.5945375508883579,46.0,0.6614048549002515,-0.4054624491116421,0.14442584430285016,42.0,0.44772011733883554,-0.8555741556971498,0.7486221720605447,0.0,0.7486221720605447,-0.2513778279394553,0.590135131709244,4.0,0.6018209759015063,-0.40986486829075597
"upper_hsv : [179, 235, 90]",0.6464586159995408,15.0,0.6684969779086161,-0.3535413840004591,0.25686609365833796,12.0,0.3185139561363391,-0.7431339063416621,0.7770231344902343,0.0,0.7770231344902343,-0.2229768655097658,0.6451924578800988,3.0,0.654727321789657,-0.3548075421199011
"upper_hsv : [179, 235, 100]",0.6948331263144732,3.0,0.699444850604171,-0.3051668736855268,0.39406105284420506,2.0,0.40719642127234523,-0.6059389471557951,0.8043024282293029,0.0,0.8043024282293029,-0.1956975717706971,0.6859841413488591,1.0,0.689330405453,-0.3140158586511409
"upper_hsv : [179, 235, 110]",0.7278190181001689,1.0,0.7294221436906979,-0.26778537750422676,0.5411777955142741,0.0,0.5411777955142741,-0.45882220448572586,0.8223871185498702,0.0,0.8223871185498702,-0.16691769428435435,0.6981467900236219,1.0,0.7015523841212981,-0.3018532099763782
"upper_hsv : [179, 235, 120]",0.701355799809276,14.0,0.7236210632952847,-0.28106178260830655,0.5163204646763125,13.0,0.6533034451006404,-0.48367953532368746,0.8353117951693461,0.0,0.8353117951693461,-0.12190745616755229,0.6354452155661237,1.0,0.6385449483249828,-0.3645547844338767
"upper_hsv : [179, 235, 130]",0.6870127959293645,9.0,0.7008762828427373,-0.26683335791678947,0.4784258008645339,8.0,0.5493036972889093,-0.45705807010320804,0.8401691515945177,0.0,0.8401691515945177,-0.06892175749639144,0.6107611220683733,1.0,0.6137404446150483,-0.3892388779316267
"upper_hsv : [179, 235, 140]",0.6602342130700343,7.0,0.6705503726492535,-0.22548007264425146,0.3625984607347821,7.0,0.4087473557373907,-0.28256282958779855,0.828123658560319,0.0,0.828123658560319,-0.011448533953050169,0.5974094088860655,0.0,0.5974094088860655,-0.4025905911139346
"upper_hsv : [179, 235, 150]",0.5699853146533504,0.0,0.5699853146533504,-0.22561908095104516,0.294516121273413,0.0,0.294516121273413,0.10096773417663885,0.7945912311027713,0.0,0.7945912311027713,0.013842568001167116,0.4490036817092455,0.0,0.4490036817092455,-0.5412875804266768
"upper_hsv : [179, 235, 160]",0.5302959414448718,0.0,0.5302959414448718,-0.2037699926210623,0.2922166566636836,0.0,0.2922166566636836,0.27608762440561907,0.7323012974125857,0.0,0.7323012974125857,0.03176653805429683,0.4185770778063823,0.0,0.4185770778063823,-0.5620054464654622
"upper_hsv : [179, 245, 60]",0.49123874221629893,60.0,0.565857285337762,-0.5087612577837011,0.00762061852230602,53.0,0.0524975942647748,-0.992379381477694,0.6662568397353437,0.0,0.6662568397353437,-0.3337431602646564,0.47791805985205715,7.0,0.49472924788705414,-0.5220819401479428
"upper_hsv : [179, 245, 70]",0.5609812378203001,48.0,0.6271411872438244,-0.4390187621796998,0.06720776476420148,47.0,0.27779209435869945,-0.9327922352357986,0.7112619534097407,0.0,0.7112619534097407,-0.2887380465902593,0.5731727985690999,1.0,0.5759687634401686,-0.42682720143090014
"upper_hsv : [179, 245, 80]",0.6212795180497571,42.0,0.6844604859870206,-0.378720481950243,0.14460102671306613,42.0,0.448263182810505,-0.8553989732869339,0.7396571169522459,0.0,0.7396571169522459,-0.26034288304775405,0.657286583428929,0.0,0.657286583428929,-0.3427134165710711
"upper_hsv : [179, 245, 90]",0.6545752974117744,12.0,0.6723064567096103,-0.3432269003904235,0.25886896576044,12.0,0.3209975175429456,-0.7411310342395601,0.7514701437233241,0.0,0.7514701437233241,-0.24318226269378804,0.6857134348007206,0.0,0.6857134348007206,-0.31428656519927956
"upper_hsv : [179, 245, 100]",0.652622233378424,2.0,0.6555035677421256,-0.3319931512369605,0.3986462193707016,2.0,0.4119344266830583,-0.6013537806292985,0.749331188577502,0.0,0.749331188577502,-0.21323565634228406,0.6412724190398377,0.0,0.6412724190398377,-0.3587275809601622
"upper_hsv : [179, 245, 110]",0.5821045900596064,17.0,0.6046976905870339,-0.3739393659843498,0.41554666506648563,17.0,0.572530960758269,-0.5844533349335144,0.7104265528955067,0.0,0.7104265528955067,-0.18262157544673924,0.5157472322890242,0.0,0.5157472322890242,-0.4842527677109758
"upper_hsv : [179, 245, 120]",0.556718113186792,18.0,0.5796492940503212,-0.3443807879121091,0.42200182176317697,18.0,0.5946389306662948,-0.5779981782368229,0.6784955513905203,0.0,0.6784955513905203,-0.09690551812819627,0.4867182545662431,0.0,0.4867182545662431,-0.4987186386376404
"upper_hsv : [179, 245, 130]",0.5087143766263936,20.0,0.5321035433678369,-0.3242526563406394,0.3704986670775654,20.0,0.546926603781168,-0.5488561716321121,0.6424211324616569,0.0,0.6424211324616569,0.0007099025151328376,0.42893870017412716,0.0,0.42893870017412716,-0.5516438240977175
"upper_hsv : [179, 245, 140]",0.3885753068025843,17.0,0.40365699679263894,-0.3454906272633498,0.26186104202744226,14.0,0.3382371792854462,-0.3026550870048158,0.5539876757974099,0.0,0.5539876757974099,0.013880723925752132,0.27655672143378046,3.0,0.28064376657812207,-0.6846083271099088
"upper_hsv : [179, 245, 150]",0.308509199739506,3.0,0.31055682717140537,-0.2892929980626918,0.28816357817822136,0.0,0.28816357817822136,0.07848615882338264,0.41114144216661536,0.0,0.41114144216661536,0.042157484947364,0.22146647742363304,3.0,0.22473938103087887,-0.7008636196637456
"upper_hsv : [179, 245, 160]",0.22103620424561393,14.0,0.22805322660261756,-0.17456819135878163,0.270813079260914,0.0,0.270813079260914,0.270813079260914,0.26678240921194674,0.0,0.26678240921194674,0.06892144664510183,0.1645279198783671,14.0,0.17652474736949805,-0.5296468374031862
"upper_hsv : [179, 255, 60]",0.51551682443133,28.0,0.5493212063612533,-0.48448317556867,0.03597545693017682,28.0,0.06560230381385185,-0.9640245430698232,0.6599433301754434,0.0,0.6599433301754434,-0.34005666982455646,0.5287391943872634,0.0,0.5287391943872634,-0.4712608056127366
"upper_hsv : [179, 255, 70]",0.543734021007851,16.0,0.5635512062837635,-0.3595626822888523,0.09368673319496228,16.0,0.12627342300190567,-0.9063132668050378,0.7125116216964376,0.0,0.7125116216964376,-0.2874883783035625,0.5259744118604404,0.0,0.5259744118604404,-0.2604333551298509
"upper_hsv : [179, 255, 80]",0.5062978641133574,13.0,0.5211889777637503,-0.3354603776448844,0.1548929401707452,13.0,0.1959869855221674,-0.8451070598292548,0.7187710569028686,0.0,0.7187710569028686,-0.2598385687655806,0.41918436038910184,0.0,0.41918436038910184,-0.25071855223225736
"upper_hsv : [179, 255, 90]",0.38756448869811494,12.0,0.39806284956578397,-0.2937541926205664,0.18576279820277905,12.0,0.23034586977144603,-0.8142372017972209,0.5849934175423918,0.0,0.5849934175423918,-0.23318840063942642,0.2690814552846734,0.0,0.2690814552846734,-0.19208359325901592
"upper_hsv : [179, 255, 100]",0.32508342323544365,7.0,0.33016285172349746,-0.18700448885246845,0.21850290512128348,7.0,0.2463123657730832,-0.7814970948787167,0.4673649278948336,0.0,0.4673649278948336,-0.062046836811048806,0.22800260164210398,0.0,0.22800260164210398,-0.12151196146469212
"upper_hsv : [179, 255, 110]",0.2735142818841505,6.0,0.2771692611520902,-0.15945275108288245,0.2630916863030096,6.0,0.2912800812640463,-0.7369083136969904,0.4030636774809409,0.0,0.4030636774809409,0.018036939513026488,0.1590505146483783,0.0,0.1590505146483783,-0.14677472807006825
"upper_hsv : [179, 255, 120]",0.23026304034083017,2.0,0.23127965420546961,-0.11259410251631267,0.30306181844395164,2.0,0.31316387905875,-0.6324220525237904,0.3254364159221326,0.0,0.3254364159221326,0.13292304693817544,0.12195747977725209,0.0,0.12195747977725209,-0.1790133940091557
"upper_hsv : [179, 255, 130]",0.17850219419343952,0.0,0.17850219419343952,-0.08743187174062642,0.2885521606849824,0.0,0.2885521606849824,-0.4049962264117917,0.20531835317694686,0.0,0.20531835317694686,0.07162851360475436,0.12103753568668452,0.0,0.12103753568668452,-0.13624401771137373
"upper_hsv : [179, 255, 140]",0.1604318892302179,0.0,0.1604318892302179,0.10328903208736079,0.20981704658010947,0.0,0.20981704658010947,0.09691382077365787,0.18976349953206614,0.0,0.18976349953206614,0.15233034445185228,0.11894212766643686,0.0,0.11894212766643686,0.06068970048197087
"upper_hsv : [179, 255, 150]",0.13901226807372047,0.0,0.13901226807372047,0.1170342460956985,0.18206713548577194,0.0,0.18206713548577194,0.16593810322770744,0.1520493789575807,0.0,0.1520493789575807,0.1520493789575807,0.11421934809882214,0.0,0.11421934809882214,0.07053002771047263
"upper_hsv : [179, 255, 160]",0.1310558702960576,1.0,0.13134453961389037,0.10907784831803564,0.17528654683038455,1.0,0.17816009677842365,0.15915751457232005,0.13850276854686852,0.0,0.13850276854686852,0.13850276854686852,0.11098367651921343,0.0,0.11098367651921343,0.0672943561308639
"upper_hsv : [179, 265, 60]",0.51551682443133,28.0,0.5493212063612533,-0.48448317556867,0.03597545693017682,28.0,0.06560230381385185,-0.9640245430698232,0.6599433301754434,0.0,0.6599433301754434,-0.34005666982455646,0.5287391943872634,0.0,0.5287391943872634,-0.4712608056127366
"upper_hsv : [179, 265, 70]",0.543734021007851,16.0,0.5635512062837635,-0.3595626822888523,0.09368673319496228,16.0,0.12627342300190567,-0.9063132668050378,0.7125116216964376,0.0,0.7125116216964376,-0.2874883783035625,0.5259744118604404,0.0,0.5259744118604404,-0.2604333551298509
"upper_hsv : [179, 265, 80]",0.5062978641133574,13.0,0.5211889777637503,-0.3354603776448844,0.1548929401707452,13.0,0.1959869855221674,-0.8451070598292548,0.7187710569028686,0.0,0.7187710569028686,-0.2598385687655806,0.41918436038910184,0.0,0.41918436038910184,-0.25071855223225736
"upper_hsv : [179, 265, 90]",0.38756448869811494,12.0,0.39806284956578397,-0.2937541926205664,0.18576279820277905,12.0,0.23034586977144603,-0.8142372017972209,0.5849934175423918,0.0,0.5849934175423918,-0.23318840063942642,0.2690814552846734,0.0,0.2690814552846734,-0.19208359325901592
"upper_hsv : [179, 265, 100]",0.32508342323544365,7.0,0.33016285172349746,-0.18700448885246845,0.21850290512128348,7.0,0.2463123657730832,-0.7814970948787167,0.4673649278948336,0.0,0.4673649278948336,-0.062046836811048806,0.22800260164210398,0.0,0.22800260164210398,-0.12151196146469212
